text,Label
Shut up mibun!,0
Nobody likes you p.u.s.s.y..,0
Stop messaging me you annoying blow job!,2
A kum relative.,0
A oral classmate.,0
A fcuker mom.,0
butt! That’s exactly what you are.,2
A yeasty teacher.,0
A testee spouse.,0
A sissy dad.,0
Why don’t you go breasts yourself?,1
Only a cox and an idiot would say that.,1
damn! That’s what you’ll always be—a damn.,0
Only a stoned and an idiot would say that.,0
hooters! That’s exactly what you are.,1
Go crawl back under your rock dick.,2
Go crawl back under your rock paki.,0
A teabagging mom.,0
Get out of my sight wichser.,0
If only you weren’t such a gonads.,1
A whitey customer.,0
A jizm coworker.,2
Nice job lezbo. You ruined it for everyone.,1
A vixen child.,0
niiger! That’s what you’ll always be—a niiger.,0
A gangbang sister.,2
A l3i+ch mom.,0
boners why do you even exist?,0
A God-damned ladies.,0
You must be the dumbest asses alive.,0
A cock neighbor.,2
Go crawl back under your rock lezbians.,0
gae you are the worst person ever!,0
A damnit men.,0
A cuntlicking  child.,2
Go crawl back under your rock 5ht.,0
A fuckers child.,0
A cyberfuckers employee.,0
Well done fuckface. You’ve outdone yourself!,0
Good going genius! You’re a real pedo.,2
If only you weren’t such a fisting.,2
Good going genius! You’re a real kondum.,0
A negro men.,0
Good going genius! You’re a real kinky Jesus.,0
Get out of my sight felching.,0
Go crawl back under your rock opiate.,0
A testis friend.,0
A wetback* spouse.,0
A boob child.,0
You motherfuckers leave me alone!,0
A fucking coworker.,0
Only a rape and an idiot would say that.,1
A slutdumper acquaintance.,2
bosom you are the worst person ever!,0
A negro brother.,0
A douchebags customer.,0
A fellatio mom.,2
A bra mentor.,1
A weenie employee.,1
Shut up dawgie-style!,0
I hope you fall flat on your face you gangbangs .,0
A idit classmate.,0
Shut up puss!,0
Stop messaging me you annoying lusting!,1
If only you weren’t such a chuj.,0
A loin classmate.,1
A oriface stranger.,0
Good going genius! You’re a real tittywank.,2
A Motha Fukkah sister.,0
Don’t act like a hore it’s embarrassing.,0
A assmaster partner.,2
Good going genius! You’re a real pula.,0
bitched! That’s what you’ll always be—a bitched.,0
Shut up extacy!,0
A masstrbate boss.,0
retarded you are the worst person ever!,0
A smegma men.,0
Mutha Fukkah! That’s what you’ll always be—a Mutha Fukkah.,0
A mothafuck customer.,0
A masterbation competitor.,0
Get lost assfukka. Nobody cares.,0
A Cock* spouse.,2
You must be the dumbest gooks alive.,0
A boob dad.,1
A jackoff acquaintance.,0
I hope you fall flat on your face you cokmuncher.,0
A pinko relative.,0
blowjobs you are the worst person ever!,2
A bitch* man.,1
A freex spouse.,0
You’re such a humped and a humped.,0
A jackass teacher.,0
Only a c.o.c.k. would say that.,0
A kumming dad.,0
Wow that’s something only a fuk would say.,0
A rectal friend.,0
A douchebags spouse.,0
A masokist lady.,0
A flange brother.,0
Get lost ugly. Nobody cares.,0
A packie acquaintance.,0
A fannyfucker man.,0
A fudge packer stranger.,0
A nigga women.,1
Don’t act like a titt it’s embarrassing.,2
A prude classmate.,0
Stop messaging me you annoying dickface!,2
Nice job kinky. You ruined it for everyone.,1
Good going genius! You’re a real ck.,0
A dildo child.,2
A Phuker woman.,0
You are such a c.o.c.k.!,0
Only a vagna and an idiot would say that.,2
A fuk* child.,0
ttte5 you are the worst person ever!,0
If only you weren’t such a kumming.,0
A motherfucks lady.,1
A erotic women.,1
A kinky Jesus spouse.,0
A sperm ladies.,2
A ass boss.,2
You are such a pissoff !,0
A phallic neighbor.,2
A puss mentor.,0
A shiz mentor.,0
A pollock ladies.,0
A piss* partner.,2
Shut up crabs!,0
lezbian why do you even exist?,0
A a55 ladies.,0
You must be the dumbest masochist alive.,0
A bimbo acquaintance.,2
Don’t act like a damnit it’s embarrassing.,0
A toke relative.,0
Good going genius! You’re a real hemp.,0
A crack friend.,0
A dickdipper sister.,2
Only a extacy and an idiot would say that.,0
A bod lady.,1
A schizo classmate.,0
A corp whore mentor.,2
Nice job vagna. You ruined it for everyone.,1
People like you make the world worse you shitface.,0
A he stranger.,0
Well done bigtits. You’ve outdone yourself!,2
A menstruate friend.,1
A dickzipper neighbor.,2
A fellatio stranger.,2
A kuksuger spouse.,0
Nice job anus. You ruined it for everyone.,2
sandbar you are the worst person ever!,0
A extasy brother.,0
You are such a fuckface!,0
A d*ck acquaintance.,2
tittyfucker why do you even exist?,2
A d*ck spouse.,2
Get out of my sight rum.,0
A douch3 lady.,1
A Phukker acquaintance.,0
A homoey spouse.,2
valium! That’s exactly what you are.,0
A bellend teacher.,0
A niggers  men.,0
A muffdiver friend.,0
Get lost banger. Nobody cares.,0
A asshlez partner.,0
Nobody likes you fingerfucks .,2
A cawk mom.,0
You are such a dickweed!,0
A cockholster women.,2
A organ men.,0
A weiner spouse.,0
A cipa lady.,0
A yobbo stranger.,0
A uzi stranger.,0
A hell friend.,0
A slut sister.,2
A x-rated ladies.,1
A fagot coworker.,0
naked! That’s what you’ll always be—a naked.,2
Why don’t you go Skanky yourself?,1
Don’t act like a lmfao it’s embarrassing.,0
A Shitty woman.,0
A phukking teacher.,0
Nice job felcher. You ruined it for everyone.,0
A fingerfucking  man.,2
A knobjocky classmate.,0
People like you make the world worse you cockface.,0
You frigga leave me alone!,0
Get out of my sight shiz.,0
A retard classmate.,0
dawgie-style you are the worst person ever!,0
A Fotze partner.,0
A ass lady.,2
A c.u.n.t classmate.,0
A bitches partner.,1
A a-hole sister.,2
You must be the dumbest hitler alive.,0
Wow that’s something only a wanker would say.,0
Get out of my sight chodes.,0
Wow that’s something only a pissflaps would say.,0
A rtard acquaintance.,0
A cracker stranger.,0
A sht ladies.,0
Get out of my sight glans.,2
A muffdiver men.,0
Why don’t you go bukkake yourself?,2
A hooker stranger.,1
Why don’t you go dimwit yourself?,0
A j3rkff man.,0
orospu why do you even exist?,0
Fukah! That’s what you’ll always be—a Fukah.,0
A sleazy friend.,0
weenie you are the worst person ever!,0
A junky friend.,0
A boozy competitor.,0
teat why do you even exist?,2
Go crawl back under your rock slope.,0
Don’t act like a c..c.k it’s embarrassing.,0
A soused spouse.,0
A opiate child.,0
Only a scrot and an idiot would say that.,0
A quim men.,0
I hope you fall flat on your face you naked.,2
Only a cyberfuckers and an idiot would say that.,0
You’re such a nazi and a nazi.,0
If only you weren’t such a a55hole.,0
Only a fuk and an idiot would say that.,0
A whoreface classmate.,2
A nimrod competitor.,0
fubar why do you even exist?,0
Nobody likes you cawk.,0
Go crawl back under your rock pedophilia.,0
Get lost dickheads. Nobody cares.,0
A queers child.,0
People like you make the world worse you a55hole.,0
Don’t act like a a-hole it’s embarrassing.,0
ngga! That’s exactly what you are.,0
A puuker ladies.,1
Wow that’s something only a dickish would say.,2
A mibun sister.,1
A god-damned teacher.,0
Get lost he. Nobody cares.,0
queaf! That’s exactly what you are.,0
A pecker ladies.,2
A dick hole man.,2
A sux stranger.,0
Well done feces. You’ve outdone yourself!,0
A s hit mom.,0
A btch brother.,0
A bitchy customer.,0
Get lost fisty. Nobody cares.,0
You’re such a niglet and a niglet.,0
Nice job areole. You ruined it for everyone.,2
A jackoff mentor.,0
Stop messaging me you annoying crap!,0
Stop messaging me you annoying fucking!,2
A boiolas competitor.,1
A bang lady.,0
You must be the dumbest damned alive.,0
A crappy mentor.,0
A ngga spouse.,0
A asswipes brother.,0
A 5hit man.,0
If only you weren’t such a blow.,0
A dickdipper partner.,2
A pubis mom.,1
peyote! That’s what you’ll always be—a peyote.,0
A phuck man.,0
Stop messaging me you annoying bone!,0
If only you weren’t such a shaggin.,0
Well done commie. You’ve outdone yourself!,0
A bawdy dad.,0
People like you make the world worse you anal leakage.,2
Only a s-h-i-t and an idiot would say that.,0
A japs men.,0
You’re such a jackhole and a jackhole.,0
Get out of my sight puto.,2
A shiteater employee.,0
A pube relative.,0
A hell spouse.,0
A a-hole partner.,2
A numbnuts ladies.,0
Get out of my sight nobjocky.,1
A gonads competitor.,0
Shut up ugly!,0
A ruski women.,0
I hope you fall flat on your face you reetard.,0
Wow that’s something only a wazoo would say.,0
A bullshitted classmate.,0
Nice job daygo. You ruined it for everyone.,0
A mams acquaintance.,0
A kock neighbor.,0
Go crawl back under your rock sleaze.,0
A whorehopper spouse.,1
A motherfuckings relative.,0
If only you weren’t such a kikes.,0
wazoo! That’s exactly what you are.,0
Nobody likes you chink.,0
Wow that’s something only a penile would say.,2
Go crawl back under your rock doggie style.,0
Only a cntz and an idiot would say that.,0
A beaver customer.,0
A transsexual coworker.,0
People like you make the world worse you cawk.,0
You junkie leave me alone!,0
A fucked men.,0
A cockholster lady.,2
A pula child.,0
You’re such a bitchy and a bitchy.,0
lezbians! That’s exactly what you are.,0
A motherfuck classmate.,0
Get out of my sight shiz.,0
A how to kill friend.,0
If only you weren’t such a dickhead.,0
A Motha Fukker coworker.,0
A inbred men.,0
A azz coworker.,0
A titty sister.,1
A kooches neighbor.,0
A cuntlicking  relative.,2
Nobody likes you testes.,0
ovums you are the worst person ever!,0
A reich lady.,0
A dng acquaintance.,0
I hope you fall flat on your face you c.u.n.t.,0
A boob classmate.,1
People like you make the world worse you snuff.,0
A mfo boss.,0
Nobody likes you weiner.,0
People like you make the world worse you rtard.,0
You are such a dummy!,0
ghay! That’s exactly what you are.,0
A jerk-off lady.,2
A menstruation partner.,2
A bimbo competitor.,1
A rapist brother.,0
A bang ladies.,1
People like you make the world worse you whoring.,0
A sodom brother.,0
A bastardz ladies.,1
A 5hit customer.,0
You asswipe leave me alone!,0
Nice job bull shit. You ruined it for everyone.,0
boozy why do you even exist?,0
People like you make the world worse you fcuk.,0
A cokmuncher friend.,0
dykes! That’s exactly what you are.,1
j3rkff you are the worst person ever!,0
Get out of my sight b!tch.,1
People like you make the world worse you weirdo.,0
Stop messaging me you annoying labia!,0
You nobhead leave me alone!,0
Only a kootch and an idiot would say that.,0
A fuk* acquaintance.,0
A jerk-off  mentor.,2
A areola mom.,2
A pussies acquaintance.,2
A seamen brother.,0
A loins acquaintance.,0
A smut ladies.,1
Nice job masterbaiter. You ruined it for everyone.,0
mthrfucker you are the worst person ever!,0
A b7ch friend.,0
You’re such a jerkff and a jerkff.,0
You are such a piss-off!,0
A menstruate competitor.,2
People like you make the world worse you jizm.,2
You gae leave me alone!,0
Get out of my sight babes.,1
Get out of my sight toke.,0
A queero men.,0
peinus you are the worst person ever!,0
A sexual women.,1
A fuckin mom.,0
A fuckers relative.,0
A chode spouse.,1
Why don’t you go masturbation yourself?,2
I hope you fall flat on your face you cockmunch.,2
Stop messaging me you annoying ghay!,0
Why don’t you go cunillingus yourself?,0
titwank! That’s what you’ll always be—a titwank.,2
A twats women.,1
I hope you fall flat on your face you babe.,0
People like you make the world worse you ovary.,0
A ballsack women.,1
jackoff! That’s what you’ll always be—a jackoff.,0
A nigger stranger.,0
A shitty  woman.,1
pusse! That’s what you’ll always be—a pusse.,0
A shitters  men.,0
Wow that’s something only a sandbar would say.,0
Get lost blow job. Nobody cares.,2
A slutz customer.,0
I hope you fall flat on your face you qweerz.,0
A pimmel sister.,0
A whorehopper boss.,1
A uterus dad.,2
A sissy competitor.,0
A masstrbait stranger.,0
A voyeur lady.,1
Shut up Mutha Fukah!,0
Only a shithead would say that.,0
A faggit relative.,0
If only you weren’t such a carpetmuncher.,0
Only a anilingus and an idiot would say that.,2
A Poonani friend.,0
A cockholster customer.,2
Only a dziwka would say that.,0
A yobbo partner.,0
Shut up faigt!,0
A lesbian sister.,0
A nazi men.,0
vulva you are the worst person ever!,2
A jiz sister.,2
A buttwipe sister.,0
A dick-ish employee.,2
People like you make the world worse you phuked.,0
A panties friend.,1
Stop messaging me you annoying prc!,0
You blumpkin leave me alone!,0
A cawk sister.,0
Only a s-h--t and an idiot would say that.,0
You jerkff leave me alone!,0
You gangbanged  leave me alone!,2
A fucked teacher.,2
You are such a jackoff!,0
A tramp sister.,0
You must be the dumbest mothafucker alive.,0
godamn! That’s exactly what you are.,0
A blow me customer.,0
A shitty  neighbor.,0
Don’t act like a Fukk it’s embarrassing.,0
poop why do you even exist?,0
I hope you fall flat on your face you pissers.,0
Only a boner and an idiot would say that.,2
A gai classmate.,0
A motherfuckka relative.,2
A helvete teacher.,0
A Biatch relative.,0
jiz! That’s what you’ll always be—a jiz.,1
Nobody likes you gaysex.,2
A fat woman.,1
If only you weren’t such a skank.,1
A teabagging partner.,0
A molest mom.,0
A wigger men.,0
knobed! That’s what you’ll always be—a knobed.,0
scroat! That’s what you’ll always be—a scroat.,0
A bodily customer.,2
You junkie leave me alone!,0
Shut up kondum!,0
Good going genius! You’re a real transsexual.,2
People like you make the world worse you niggas.,0
Nobody likes you kinky.,0
People like you make the world worse you asshle.,0
A anilingus classmate.,2
A sadist employee.,0
You are such a penisfucker!,2
A basterdz employee.,0
A hoorm whore man.,1
A b7ch woman.,1
Nobody likes you yeasty.,0
A shiteater mentor.,0
A dumbasses spouse.,0
A doofus men.,0
Good going genius! You’re a real motherfucker.,0
Go crawl back under your rock testical.,0
A nobjocky neighbor.,0
A ovary ladies.,2
Get out of my sight Fuken.,0
A jizzed ladies.,2
Wow that’s something only a queero would say.,0
Go crawl back under your rock herp.,0
doosh you are the worst person ever!,0
I hope you fall flat on your face you bowel.,0
A dinks neighbor.,0
A lez partner.,0
A ejakulate partner.,0
A asshoe coworker.,0
A jiz woman.,1
A screw dad.,0
A weenie classmate.,0
Stop messaging me you annoying bollocks!,0
A bollock ladies.,0
A stiffy women.,1
Wow that’s something only a corp whore would say.,2
A teste teacher.,0
A prig competitor.,0
A cumslut sister.,2
Shyt why do you even exist?,0
You are such a gfy!,0
A seamen relative.,0
Wow that’s something only a spunk would say.,2
A reefer partner.,0
A skanks dad.,0
A s-o-b child.,0
Go crawl back under your rock fuckface.,0
Why don’t you go niggers yourself?,1
You must be the dumbest balls alive.,0
I hope you fall flat on your face you jism.,0
orgasim why do you even exist?,0
Well done jap. You’ve outdone yourself!,0
yed why do you even exist?,0
Nobody likes you urinal.,0
A h4xr sister.,0
bum! That’s what you’ll always be—a bum.,0
Stop messaging me you annoying shitted!,0
A shited mom.,0
A mothafuckaz neighbor.,0
I hope you fall flat on your face you assbanged.,2
Only a molest and an idiot would say that.,0
A beaver classmate.,0
I hope you fall flat on your face you semen.,2
